symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2020-10-01 00:00:00+00:00,116.79,117.72,115.83,117.64,116120440,114.0103340467,114.9181995375,113.0731825724,114.8401035813,116120440,0.0,1.0
AAPL,2020-10-02 00:00:00+00:00,113.02,115.37,112.22,112.89,144711986,110.3300621112,112.6241308243,109.5491025492,110.2031561824,144711986,0.0,1.0
AAPL,2020-10-05 00:00:00+00:00,116.5,116.65,113.55,113.91,106243839,113.7272362055,113.8736661234,110.8474478209,111.1988796238,106243839,0.0,1.0
AAPL,2020-10-06 00:00:00+00:00,113.16,116.12,112.25,115.7,161498212,110.4667300345,113.3562804136,109.5783885328,112.9462766436,161498212,0.0,1.0
AAPL,2020-10-07 00:00:00+00:00,115.08,115.55,114.13,114.62,96848985,112.3410329831,112.7998467258,111.4136435033,111.891981235,96848985,0.0,1.0
AAPL,2020-10-08 00:00:00+00:00,114.97,116.4,114.5901,116.25,83477153,112.2336510434,113.6296162603,111.8627928714,113.4831863424,83477153,0.0,1.0
AAPL,2020-10-09 00:00:00+00:00,116.97,117.0,114.92,115.28,100506865,114.1860499482,114.2153359318,112.1848410707,112.5362728736,100506865,0.0,1.0
AAPL,2020-10-12 00:00:00+00:00,124.4,125.18,119.2845,120.06,240226769,121.4392118796,122.2006474524,116.4454635808,117.2025062561,240226769,0.0,1.0
AAPL,2020-10-13 00:00:00+00:00,121.1,125.39,119.65,125.27,262330451,118.2177536866,122.4056493375,116.8022644806,122.2885054032,262330451,0.0,1.0
AAPL,2020-10-14 00:00:00+00:00,121.19,123.03,119.62,121.0,151062308,118.3056116373,120.1018186298,116.7729784971,118.1201337414,151062308,0.0,1.0
AAPL,2020-10-15 00:00:00+00:00,120.71,121.2,118.15,118.72,112559219,117.8370359002,118.3153736319,115.337965302,115.8943989899,112559219,0.0,1.0
AAPL,2020-10-16 00:00:00+00:00,119.02,121.548,118.81,121.28,115393808,116.1872588256,118.6550910413,115.9822569406,118.3934695881,115393808,0.0,1.0
AAPL,2020-10-19 00:00:00+00:00,115.98,120.419,115.66,119.96,120639337,113.2196124903,117.5529618595,112.9072286655,117.1048863109,120639337,0.0,1.0
AAPL,2020-10-20 00:00:00+00:00,117.51,118.98,115.63,116.2,124423728,114.7131976525,116.1482108475,112.877942682,113.4343763698,124423728,0.0,1.0
AAPL,2020-10-21 00:00:00+00:00,116.87,118.705,116.45,116.67,89945980,114.0884300029,115.8797559981,113.6784262329,113.8931901125,89945980,0.0,1.0
AAPL,2020-10-22 00:00:00+00:00,115.75,118.04,114.59,117.45,101987954,112.9950866162,115.2305833623,111.8626952514,114.6546256853,101987954,0.0,1.0
AAPL,2020-10-23 00:00:00+00:00,115.04,116.55,114.28,116.39,82572645,112.301985005,113.7760461782,111.5600734212,113.6198542658,82572645,0.0,1.0
AAPL,2020-10-26 00:00:00+00:00,115.05,116.55,112.88,114.01,111850657,112.3117469996,113.7760461782,110.1933941878,111.2964995691,111850657,0.0,1.0
AAPL,2020-10-27 00:00:00+00:00,116.6,117.28,114.5399,115.49,92276772,113.8248561508,114.4886717784,111.8137876589,112.7412747586,92276772,0.0,1.0
AAPL,2020-10-28 00:00:00+00:00,111.2,115.43,111.1,115.05,143937823,108.5533791078,112.6827027915,108.4557591625,112.3117469996,143937823,0.0,1.0
AAPL,2020-10-29 00:00:00+00:00,115.32,116.93,112.2,112.37,146129173,112.5753208517,114.1470019701,109.5295785602,109.6955324671,146129173,0.0,1.0
AAPL,2020-10-30 00:00:00+00:00,108.86,111.99,107.72,111.06,190573476,106.2690723891,109.3245766752,105.1562050134,108.4167111844,190573476,0.0,1.0
AAPL,2020-11-02 00:00:00+00:00,108.77,110.68,107.32,109.11,122866899,106.1812144384,108.0457553925,104.7657252324,106.5131222523,122866899,0.0,1.0
AAPL,2020-11-03 00:00:00+00:00,110.44,111.49,108.73,109.66,107624448,107.811467524,108.836476949,106.1421664603,107.0500319511,107624448,0.0,1.0
AAPL,2020-11-04 00:00:00+00:00,114.95,115.59,112.35,114.14,138235482,112.2141270543,112.8388947039,109.6760084781,111.4234054979,138235482,0.0,1.0
AAPL,2020-11-05 00:00:00+00:00,119.03,119.62,116.8686,117.95,126387074,116.1970208201,116.7729784971,114.0870633237,115.1427254115,126387074,0.0,1.0
AAPL,2020-11-06 00:00:00+00:00,118.69,119.2,116.13,118.32,114457922,116.0652338941,116.5639555158,113.56184693,115.7034162469,114457922,0.205,1.0
AAPL,2020-11-09 00:00:00+00:00,116.32,121.99,116.05,120.5,154515315,113.7476451812,119.2922561525,113.4836160873,117.8352067085,154515315,0.0,1.0
AAPL,2020-11-10 00:00:00+00:00,115.97,117.59,114.13,115.55,138023390,113.4053852447,114.9895598079,111.6060758643,112.9946733209,138023390,0.0,1.0
AAPL,2020-11-11 00:00:00+00:00,119.49,119.63,116.44,117.19,112294954,116.8475423203,116.9844462949,113.8649914452,114.5984055948,112294954,0.0,1.0
AAPL,2020-11-12 00:00:00+00:00,119.21,120.53,118.57,119.62,103350674,116.5737343711,117.8645432745,115.9478876301,116.9746674396,103350674,0.0,1.0
AAPL,2020-11-13 00:00:00+00:00,119.26,119.6717,117.87,119.44,81688586,116.6226286478,117.0252241217,115.2633677571,116.7986480437,81688586,0.0,1.0
AAPL,2020-11-16 00:00:00+00:00,120.3,120.99,118.146,118.92,91183018,117.639629602,118.3143706196,115.5332641642,116.2901475666,91183018,0.0,1.0
AAPL,2020-11-17 00:00:00+00:00,119.39,120.6741,118.96,119.55,74270973,116.7497537671,118.0054565798,116.3292629879,116.9062154523,74270973,0.0,1.0
AAPL,2020-11-18 00:00:00+00:00,118.03,119.82,118.0,118.61,76322111,115.4198294424,117.1702445462,115.3904928764,115.9870030514,76322111,0.0,1.0
AAPL,2020-11-19 00:00:00+00:00,118.64,119.06,116.81,117.59,74112972,116.0163396174,116.4270515412,114.2268090923,114.9895598079,74112972,0.0,1.0
AAPL,2020-11-20 00:00:00+00:00,117.34,118.77,117.29,118.64,73604287,114.7450884247,116.1434647367,114.6961941481,116.0163396174,73604287,0.0,1.0
AAPL,2020-11-23 00:00:00+00:00,113.85,117.6202,113.75,117.18,127959318,111.3322679151,115.019091951,111.2344793618,114.5886267395,127959318,0.0,1.0
AAPL,2020-11-24 00:00:00+00:00,115.17,115.85,112.59,113.91,113226248,112.6230768184,113.2880389808,110.1001321437,111.390941047,113226248,0.0,1.0
AAPL,2020-11-25 00:00:00+00:00,116.03,116.75,115.17,115.55,76499234,113.4640583767,114.1681359603,112.6230768184,112.9946733209,76499234,0.0,1.0
AAPL,2020-11-27 00:00:00+00:00,116.59,117.49,116.22,116.57,46691331,114.0116742751,114.8917712546,113.6498566279,113.9921165644,46691331,0.0,1.0
AAPL,2020-11-30 00:00:00+00:00,119.05,120.97,116.81,116.97,169410176,116.4172726859,118.294812909,114.2268090923,114.3832707776,169410176,0.0,1.0
AAPL,2020-12-01 00:00:00+00:00,122.72,123.4693,120.01,121.01,125920963,120.0061125915,120.7388422212,117.3560427974,118.3339283303,125920963,0.0,1.0
AAPL,2020-12-02 00:00:00+00:00,123.08,123.37,120.89,122.02,89004195,120.3581513833,120.6417381878,118.2165820663,119.3215927185,89004195,0.0,1.0
AAPL,2020-12-03 00:00:00+00:00,122.94,123.78,122.21,123.52,78967630,120.2212474087,121.0426712563,119.5073909697,120.7884210177,78967630,0.0,1.0
AAPL,2020-12-04 00:00:00+00:00,122.25,122.8608,121.52,122.6,78260421,119.546506391,120.1437988745,118.832649952,119.8887663275,78260421,0.0,1.0
AAPL,2020-12-07 00:00:00+00:00,123.75,124.57,122.25,122.31,86711990,121.0133346903,121.8152008272,119.546506391,119.605179523,86711990,0.0,1.0
AAPL,2020-12-08 00:00:00+00:00,124.38,124.98,123.09,124.37,82225512,121.629402576,122.2161338957,120.3679302386,121.6196237207,82225512,0.0,1.0
AAPL,2020-12-09 00:00:00+00:00,121.78,125.95,121.0,124.53,115089193,119.0869001906,123.1646828626,118.324149475,121.7760854059,115089193,0.0,1.0
AAPL,2020-12-10 00:00:00+00:00,123.24,123.87,120.15,120.5,81312170,120.5146130685,121.1306809542,117.492946772,117.8352067085,81312170,0.0,1.0
AAPL,2020-12-11 00:00:00+00:00,122.41,122.76,120.55,122.43,86939786,119.7029680763,120.0452280128,117.8841009852,119.7225257869,86939786,0.0,1.0
AAPL,2020-12-14 00:00:00+00:00,121.78,123.35,121.54,122.6,79075988,119.0869001906,120.6221804771,118.8522076627,119.8887663275,79075988,0.0,1.0
AAPL,2020-12-15 00:00:00+00:00,127.88,127.9,124.13,124.34,157572262,125.052001941,125.0715596516,121.3849311928,121.5902871547,157572262,0.0,1.0
AAPL,2020-12-16 00:00:00+00:00,127.81,128.37,126.56,127.41,98208591,124.9835499537,125.5311658521,123.7611930376,124.5923957405,98208591,0.0,1.0
AAPL,2020-12-17 00:00:00+00:00,128.7,129.58,128.045,128.9,94359811,125.8538680779,126.7144073468,125.2133530539,126.0494451845,94359811,0.0,1.0
AAPL,2020-12-18 00:00:00+00:00,126.655,129.1,126.12,128.96,192541496,123.8540921632,126.245022291,123.3309234031,126.1081183164,192541496,0.0,1.0
AAPL,2020-12-21 00:00:00+00:00,128.23,128.31,123.449,125.02,121251553,125.3942618775,125.4724927201,120.7189911449,122.255249317,121251553,0.0,1.0
AAPL,2020-12-22 00:00:00+00:00,131.88,134.405,129.65,131.61,169351825,128.9635440724,131.4327050428,126.7828593341,128.6995149785,169351825,0.0,1.0
AAPL,2020-12-23 00:00:00+00:00,130.96,132.43,130.78,132.16,88223692,128.0638893821,129.5013811154,127.8878699862,129.2373520216,88223692,0.0,1.0
AAPL,2020-12-24 00:00:00+00:00,131.97,133.46,131.1,131.32,54930064,129.0515537703,130.5086032143,128.2007933567,128.415928174,54930064,0.0,1.0
AAPL,2020-12-28 00:00:00+00:00,136.69,137.34,133.51,133.99,123124632,133.6671734854,134.3027990817,130.5574974909,131.0268825467,123124632,0.0,1.0
AAPL,2020-12-29 00:00:00+00:00,134.87,138.789,134.3409,138.05,121047324,131.8874218156,135.7197552188,131.3700225802,134.9970978101,121047324,0.0,1.0
AAPL,2020-12-30 00:00:00+00:00,133.72,135.99,133.4,135.58,96452124,130.7628534528,132.9826536124,130.4499300823,132.5817205439,96452124,0.0,1.0
AAPL,2020-12-31 00:00:00+00:00,132.69,134.74,131.72,134.08,99116586,129.755631354,131.7602966963,128.8070823871,131.1148922446,99116586,0.0,1.0
AAPL,2021-01-04 00:00:00+00:00,129.41,133.6116,126.76,133.52,143301887,126.5481668062,130.6568506611,123.9567701442,130.5672763462,143301887,0.0,1.0
AAPL,2021-01-05 00:00:00+00:00,131.01,131.74,128.43,128.89,97664898,128.1127836588,128.8266400978,125.589838984,126.0396663291,97664898,0.0,1.0
AAPL,2021-01-06 00:00:00+00:00,126.6,131.0499,126.382,127.72,155087970,123.8003084589,128.1518012915,123.5871294128,124.8955402557,155087970,0.0,1.0
AAPL,2021-01-07 00:00:00+00:00,130.92,131.63,127.86,128.36,109578157,128.0247739608,128.7190726892,125.0324442303,125.5213869967,109578157,0.0,1.0
AAPL,2021-01-08 00:00:00+00:00,132.05,132.63,130.23,132.43,105158245,129.129784613,129.696958222,127.3500329432,129.5013811154,105158245,0.0,1.0
AAPL,2021-01-11 00:00:00+00:00,128.98,130.17,128.5,129.19,100620880,126.1276760271,127.2913598112,125.6582909713,126.333031989,100620880,0.0,1.0
AAPL,2021-01-12 00:00:00+00:00,128.8,129.69,126.86,128.5,90440255,125.9516566312,126.8219747554,124.0545586975,125.6582909713,90440255,0.0,1.0
AAPL,2021-01-13 00:00:00+00:00,130.89,131.45,128.49,128.76,88636831,127.9954373948,128.5430532932,125.648512116,125.9125412099,88636831,0.0,1.0
AAPL,2021-01-14 00:00:00+00:00,128.91,131.0,128.76,130.8,90221755,126.0592240398,128.1030048035,125.9125412099,127.9074276969,90221755,0.0,1.0
AAPL,2021-01-15 00:00:00+00:00,127.14,130.2242,127.0,128.78,111598531,124.3283666467,127.3443612071,124.1914626721,125.9320989205,111598531,0.0,1.0
AAPL,2021-01-19 00:00:00+00:00,127.83,128.71,126.938,127.78,90757329,125.0031076643,125.8636469332,124.130833769,124.9542133877,90757329,0.0,1.0
AAPL,2021-01-20 00:00:00+00:00,132.03,132.49,128.55,128.66,104319489,129.1102269023,129.5600542474,125.707185248,125.8147526566,104319489,0.0,1.0
AAPL,2021-01-21 00:00:00+00:00,136.87,139.67,133.59,133.8,120529544,133.8431928813,136.5812723733,130.6357283335,130.8410842954,120529544,0.0,1.0
AAPL,2021-01-22 00:00:00+00:00,139.07,139.85,135.02,136.28,114459360,135.9945410536,136.7572917692,132.0341046455,133.2662404169,114459360,0.0,1.0
AAPL,2021-01-25 00:00:00+00:00,142.92,145.09,136.54,143.07,157611713,139.759400355,141.8814119613,133.5204906555,139.906083185,157611713,0.0,1.0
AAPL,2021-01-26 00:00:00+00:00,143.16,144.3,141.37,143.6,98390555,139.9940928829,141.1088823904,138.2436777791,140.4243625174,98390555,0.0,1.0
AAPL,2021-01-27 00:00:00+00:00,142.06,144.3,140.41,143.43,140843759,138.9184187968,141.1088823904,137.3049076676,140.2581219768,140843759,0.0,1.0
AAPL,2021-01-28 00:00:00+00:00,137.09,141.99,136.7,139.52,142621128,134.0583276985,138.8499668095,133.6769523407,136.4345895433,142621128,0.0,1.0
AAPL,2021-01-29 00:00:00+00:00,131.96,136.74,130.21,135.83,177523812,129.041774915,133.716067762,127.3304752325,132.8261919271,177523812,0.0,1.0
AAPL,2021-02-01 00:00:00+00:00,134.14,135.38,130.93,133.75,106239823,131.1735653766,132.3861434373,128.0345528162,130.7921900188,106239823,0.0,1.0
AAPL,2021-02-02 00:00:00+00:00,134.99,136.31,134.61,135.73,82266419,132.0047680795,133.2955769829,131.6331715771,132.7284033738,82266419,0.0,1.0
AAPL,2021-02-03 00:00:00+00:00,133.94,135.77,133.61,135.76,89880937,130.97798827,132.7675187952,130.6552860442,132.7577399398,89880937,0.0,1.0
AAPL,2021-02-04 00:00:00+00:00,137.39,137.4,134.59,136.3,84183061,134.3516933584,134.3614722137,131.6136138664,133.2857981276,84183061,0.0,1.0
AAPL,2021-02-05 00:00:00+00:00,136.76,137.42,135.86,137.35,75693830,133.9360920069,134.5824639046,133.0546757828,134.5139093094,75693830,0.205,1.0
AAPL,2021-02-08 00:00:00+00:00,136.91,136.96,134.92,136.03,71297214,134.0829947109,134.1319622789,132.1340855043,133.221165514,71297214,0.0,1.0
AAPL,2021-02-09 00:00:00+00:00,136.01,137.877,135.85,136.62,75986989,133.2015784868,135.0300274761,133.0448822692,133.7989828165,75986989,0.0,1.0
AAPL,2021-02-10 00:00:00+00:00,135.39,136.99,134.4,136.48,72647988,132.5943806436,134.1613428197,131.6248227971,133.6618736261,72647988,0.0,1.0
AAPL,2021-02-11 00:00:00+00:00,135.13,136.39,133.77,135.9,64280029,132.33974929,133.5737320037,131.0078314402,133.0938498372,64280029,0.0,1.0
AAPL,2021-02-12 00:00:00+00:00,135.37,135.53,133.6921,134.35,60145130,132.5747936164,132.731489834,130.9315399693,131.5758552291,60145130,0.0,1.0
AAPL,2021-02-16 00:00:00+00:00,133.19,136.01,132.79,135.49,80576316,130.4398076514,133.2015784868,130.0480671073,132.6923157796,80576316,0.0,1.0
AAPL,2021-02-17 00:00:00+00:00,130.84,132.22,129.47,131.25,97372199,128.1383319551,129.4898368321,126.7966205918,128.5398660128,97372199,0.0,1.0
AAPL,2021-02-18 00:00:00+00:00,129.71,129.995,127.41,129.2,96856748,127.0316649182,127.3107800559,124.77915679,126.5321957246,96856748,0.0,1.0
AAPL,2021-02-19 00:00:00+00:00,129.87,130.71,128.8,130.24,87668834,127.1883611358,128.0110162783,126.1404551805,127.5507211391,87668834,0.0,1.0
AAPL,2021-02-22 00:00:00+00:00,126.0,129.72,125.6,128.01,102886922,123.3982713723,127.0414584318,123.0065308282,125.3667676061,102886922,0.0,1.0
AAPL,2021-02-23 00:00:00+00:00,125.86,126.71,118.39,123.76,158273022,123.2611621819,124.0936108379,115.9454075219,121.2045243256,158273022,0.0,1.0
AAPL,2021-02-24 00:00:00+00:00,125.35,125.56,122.23,124.94,111039904,122.7616929882,122.9673567738,119.7061167447,122.3601589306,111039904,0.0,1.0
AAPL,2021-02-25 00:00:00+00:00,120.99,126.4585,120.54,124.68,144766924,118.4917210582,123.8473039709,118.0510129461,122.1055275769,144766924,0.0,1.0
AAPL,2021-02-26 00:00:00+00:00,121.26,124.85,121.2,122.59,163424672,118.7561459254,122.2720173082,118.6973848438,120.0586832343,163424672,0.0,1.0
AAPL,2021-03-01 00:00:00+00:00,127.79,127.93,122.79,123.75,116307892,125.1513103068,125.2884194973,120.2545535064,121.194730812,116307892,0.0,1.0
AAPL,2021-03-02 00:00:00+00:00,125.12,128.72,125.01,128.41,102260945,122.5364421754,126.0621070717,122.4287135258,125.7585081501,102260945,0.0,1.0
AAPL,2021-03-03 00:00:00+00:00,122.06,125.71,121.84,124.81,112966340,119.5396270135,123.1142594778,119.3241697143,122.2328432538,112966340,0.0,1.0
AAPL,2021-03-04 00:00:00+00:00,120.13,123.6,118.62,121.75,178154975,117.6494788885,121.047828108,116.1706583347,119.2360280919,178154975,0.0,1.0
AAPL,2021-03-05 00:00:00+00:00,121.42,121.935,117.57,120.98,153766601,118.912842143,119.4172080935,115.1423394066,118.4819275446,153766601,0.0,1.0
AAPL,2021-03-08 00:00:00+00:00,116.36,121.0,116.21,120.93,154376610,113.9573242609,118.5015145718,113.8104215569,118.4329599766,154376610,0.0,1.0
AAPL,2021-03-09 00:00:00+00:00,121.085,122.06,118.79,119.03,129525780,118.5847594374,119.5396270135,116.337148066,116.5721923924,129525780,0.0,1.0
AAPL,2021-03-10 00:00:00+00:00,119.98,122.17,119.45,121.69,111943326,117.5025761845,119.6473556631,116.9835199636,119.1772670102,111943326,0.0,1.0
AAPL,2021-03-11 00:00:00+00:00,121.96,123.21,121.26,122.54,103026514,119.4416918775,120.6658810776,118.7561459254,120.0097156663,103026514,0.0,1.0
AAPL,2021-03-12 00:00:00+00:00,121.03,121.17,119.16,120.4,88105050,118.5308951126,118.668004303,116.6995080692,117.9139037557,88105050,0.0,1.0
AAPL,2021-03-15 00:00:00+00:00,123.99,124.0,120.42,121.41,92590555,121.4297751385,121.4395686521,117.9334907829,118.9030486294,92590555,0.0,1.0
AAPL,2021-03-16 00:00:00+00:00,125.57,127.22,124.715,125.7,115227936,122.9771502874,124.5930800316,122.1398048745,123.1044659642,115227936,0.0,1.0
AAPL,2021-03-17 00:00:00+00:00,124.76,125.8599,122.336,124.05,111932636,122.1838756857,123.2610642467,119.8099279889,121.4885362201,111932636,0.0,1.0
AAPL,2021-03-18 00:00:00+00:00,120.53,123.18,120.32,122.88,121469755,118.0412194325,120.6365005368,117.8355556469,120.3426951288,121469755,0.0,1.0
AAPL,2021-03-19 00:00:00+00:00,119.99,121.43,119.675,119.9,185549522,117.5123696981,118.9226356566,117.2038740197,117.4242280757,185549522,0.0,1.0
AAPL,2021-03-22 00:00:00+00:00,123.39,123.87,120.26,120.33,111912284,120.8421643224,121.3122529753,117.7767945653,117.8453491605,111912284,0.0,1.0
AAPL,2021-03-23 00:00:00+00:00,122.54,124.24,122.14,123.33,95467142,120.0097156663,121.6746129785,119.6179751223,120.7834032408,95467142,0.0,1.0
AAPL,2021-03-24 00:00:00+00:00,120.09,122.9,120.065,122.82,88530485,117.6103048341,120.362282156,117.5858210501,120.2839340472,88530485,0.0,1.0
AAPL,2021-03-25 00:00:00+00:00,120.59,121.66,119.0,119.54,98844681,118.0999805141,119.1478864694,116.5428118516,117.071661586,98844681,0.0,1.0
AAPL,2021-03-26 00:00:00+00:00,121.21,121.48,118.92,120.35,94071234,118.7071783574,118.9716032246,116.4644637428,117.8649361877,94071234,0.0,1.0
AAPL,2021-03-29 00:00:00+00:00,121.39,122.58,120.7299,121.65,80819203,118.8834616022,120.0488897207,118.2369917694,119.1380929558,80819203,0.0,1.0
AAPL,2021-03-30 00:00:00+00:00,119.9,120.4031,118.86,120.11,85671919,117.4242280757,117.9169397449,116.4057026612,117.6298918613,85671919,0.0,1.0
AAPL,2021-03-31 00:00:00+00:00,122.15,123.52,121.15,121.65,118323826,119.6277686359,120.9694799992,118.6484172758,119.1380929558,118323826,0.0,1.0
AAPL,2021-04-01 00:00:00+00:00,123.0,124.18,122.49,123.66,75089134,120.460217292,121.6158518969,119.9607480983,121.1065891896,75089134,0.0,1.0
AAPL,2021-04-05 00:00:00+00:00,125.9,126.1601,123.07,123.87,88651175,123.3003362363,123.555065525,120.5287718872,121.3122529753,88651175,0.0,1.0
AAPL,2021-04-06 00:00:00+00:00,126.21,127.13,125.65,126.5,80171253,123.6039351579,124.5049384092,123.0554983962,123.8879470523,80171253,0.0,1.0
AAPL,2021-04-07 00:00:00+00:00,127.9,127.92,125.14,125.83,83466716,125.2590389565,125.2786259837,122.5560292026,123.2317816411,83466716,0.0,1.0
AAPL,2021-04-08 00:00:00+00:00,130.36,130.39,128.52,128.95,88844591,127.6682433023,127.6976238431,125.8662367997,126.2873578846,88844591,0.0,1.0
AAPL,2021-04-09 00:00:00+00:00,132.995,133.04,129.47,129.8,106686703,130.2488341361,130.2929049474,126.7966205918,127.1198065406,106686703,0.0,1.0
AAPL,2021-04-12 00:00:00+00:00,131.24,132.85,130.63,132.52,91419983,128.5300724992,130.1068281889,127.9326681695,129.7836422401,91419983,0.0,1.0
AAPL,2021-04-13 00:00:00+00:00,134.43,134.66,131.93,132.44,91266545,131.6542033379,131.8794541507,129.2058249376,129.7052941313,91266545,0.0,1.0
AAPL,2021-04-14 00:00:00+00:00,132.03,135.0,131.655,134.94,87222782,129.3037600737,132.2124336131,128.9365033136,132.1536725315,87222782,0.0,1.0
AAPL,2021-04-15 00:00:00+00:00,134.5,135.0,133.64,133.82,89347102,131.7227579331,132.2124336131,130.8805157634,131.0567990082,89347102,0.0,1.0
AAPL,2021-04-16 00:00:00+00:00,134.16,134.67,133.28,134.3,84922386,131.3897784707,131.8892476643,130.5279492738,131.5268876611,84922386,0.0,1.0
AAPL,2021-04-19 00:00:00+00:00,134.84,135.47,133.34,133.51,94264215,132.0557373955,132.6727287524,130.5867103554,130.7532000866,94264215,0.0,1.0
AAPL,2021-04-20 00:00:00+00:00,133.11,135.53,131.81,135.02,94812349,130.3614595426,132.731489834,129.0883027744,132.2320206403,94812349,0.0,1.0
AAPL,2021-04-21 00:00:00+00:00,133.5,133.75,131.3001,132.36,68847136,130.743406573,130.988244413,128.5889315159,129.6269460225,68847136,0.0,1.0
AAPL,2021-04-22 00:00:00+00:00,131.94,134.15,131.41,133.04,84566456,129.2156184512,131.3799849571,128.6965622304,130.2929049474,84566456,0.0,1.0
AAPL,2021-04-23 00:00:00+00:00,134.32,135.12,132.16,132.16,78756779,131.5464746883,132.3299557764,129.4310757505,129.4310757505,78756779,0.0,1.0
AAPL,2021-04-26 00:00:00+00:00,134.72,135.06,133.56,134.83,66905069,131.9382152323,132.2711946947,130.8021676546,132.0459438819,66905069,0.0,1.0
AAPL,2021-04-27 00:00:00+00:00,134.39,135.41,134.11,135.01,66015804,131.6150292835,132.6139676708,131.3408109027,132.2222271267,66015804,0.0,1.0
AAPL,2021-04-28 00:00:00+00:00,133.58,135.02,133.08,134.31,107760097,130.8217546818,132.2320206403,130.3320790018,131.5366811747,107760097,0.0,1.0
AAPL,2021-04-29 00:00:00+00:00,133.48,137.07,132.45,136.47,151100953,130.7238195458,134.2396909285,129.7150876449,133.6520801125,151100953,0.0,1.0
AAPL,2021-04-30 00:00:00+00:00,131.46,133.56,131.065,131.78,109839466,128.7455297984,130.8021676546,128.3586860112,129.0589222336,109839466,0.0,1.0
AAPL,2021-05-03 00:00:00+00:00,132.54,134.07,131.83,132.04,75135100,129.8032292673,131.3016368483,129.1078898016,129.3135535873,75135100,0.0,1.0
AAPL,2021-05-04 00:00:00+00:00,127.85,131.4899,126.7,131.19,137564718,125.2100713884,128.7748124041,124.0838173243,128.4811049312,137564718,0.0,1.0
AAPL,2021-05-05 00:00:00+00:00,128.1,130.45,127.97,129.2,84000900,125.4549092285,127.7563849247,125.3275935517,126.5321957246,84000900,0.0,1.0
AAPL,2021-05-06 00:00:00+00:00,129.74,129.75,127.13,127.89,78128334,127.061045459,127.0708389726,124.5049384092,125.2492454428,78128334,0.0,1.0
AAPL,2021-05-07 00:00:00+00:00,130.21,131.2582,129.475,130.85,78973273,127.7367978975,128.7650884401,127.01575845,128.3646417701,78973273,0.22,1.0
AAPL,2021-05-10 00:00:00+00:00,126.85,129.54,126.81,129.41,88071229,124.4406175662,127.0795238433,124.4013773242,126.9519930567,88071229,0.0,1.0
AAPL,2021-05-11 00:00:00+00:00,125.91,126.27,122.77,123.5,126142826,123.5184718783,123.8716340567,120.4381128782,121.1542472955,126142826,0.0,1.0
AAPL,2021-05-12 00:00:00+00:00,122.77,124.64,122.25,123.4,112172282,120.4381128782,122.2725941936,119.9279897317,121.0561466904,112172282,0.0,1.0
AAPL,2021-05-13 00:00:00+00:00,124.97,126.15,124.26,124.58,105861339,122.5963261904,123.7539133305,121.8998118942,122.2137338305,105861339,0.0,1.0
AAPL,2021-05-14 00:00:00+00:00,127.45,127.89,125.85,126.25,81917951,125.0292211968,125.4608638592,123.4596115152,123.8520139356,81917951,0.0,1.0
AAPL,2021-05-17 00:00:00+00:00,126.27,126.93,125.17,126.82,74244624,123.8716340567,124.5190980503,122.7925274006,124.4111873847,74244624,0.0,1.0
AAPL,2021-05-18 00:00:00+00:00,124.85,126.99,124.78,126.56,63342929,122.4786054643,124.5779584134,122.4099350407,124.1561258114,63342929,0.0,1.0
AAPL,2021-05-19 00:00:00+00:00,124.69,124.915,122.86,123.16,92611989,122.3216444961,122.5423708576,120.5264034228,120.8207052381,92611989,0.0,1.0
AAPL,2021-05-20 00:00:00+00:00,127.31,127.72,125.1,125.23,76857123,124.8918803497,125.2940928306,122.723856977,122.8513877636,76857123,0.0,1.0
AAPL,2021-05-21 00:00:00+00:00,125.43,128.0,125.21,127.82,79295436,123.0475889738,125.5687745248,122.8317676426,125.3921934357,79295436,0.0,1.0
AAPL,2021-05-24 00:00:00+00:00,127.1,127.94,125.94,126.01,63092945,124.685869079,125.5099141618,123.5479020598,123.6165724834,63092945,0.0,1.0
AAPL,2021-05-25 00:00:00+00:00,126.9,128.32,126.32,127.82,72009482,124.4896678688,125.8826964612,123.9206843592,125.3921934357,72009482,0.0,1.0
AAPL,2021-05-26 00:00:00+00:00,126.85,127.39,126.42,126.955,56575920,124.4406175662,124.9703608337,124.0187849643,124.5436232016,56575920,0.0,1.0
AAPL,2021-05-27 00:00:00+00:00,125.28,127.64,125.08,126.44,94625601,122.9004380662,125.2156123465,122.704236856,124.0384050853,94625601,0.0,1.0
AAPL,2021-05-28 00:00:00+00:00,124.61,125.8,124.55,125.57,71311109,122.243164012,123.4105612127,122.184303649,123.184929821,71311109,0.0,1.0
AAPL,2021-06-01 00:00:00+00:00,124.28,125.35,123.94,125.08,67637118,121.9194320152,122.9691084898,121.5858899579,122.704236856,67637118,0.0,1.0
AAPL,2021-06-02 00:00:00+00:00,125.06,125.24,124.05,124.28,59278862,122.684616735,122.8611978241,121.6938006235,121.9194320152,59278862,0.0,1.0
AAPL,2021-06-03 00:00:00+00:00,123.54,124.85,123.13,124.68,76229170,121.1934875375,122.4786054643,120.7912750566,122.3118344356,76229170,0.0,1.0
AAPL,2021-06-04 00:00:00+00:00,125.89,126.16,123.85,124.07,75169343,123.4988517573,123.763723391,121.4975994133,121.7134207445,75169343,0.0,1.0
